"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Townhouse in Piccadilly Circus","Quartiere di Westminster, Londra Mostra sulla mappa","£35","1 notte, 1 adulto","Camera Queen Standard","1 letto matrimoniale","","","","https://www.booking.com/hotel/gb/1-bedroom-with-a-shared-bathroom-in-piccadilly-circus.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=688185302_279681356_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=54&highlighted_blocks=688185302_279681356_2_0_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=688185302_279681356_2_0_0__3458&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Key Worker Accommodation","Quartiere di Westminster, Londra Mostra sulla mappa","£38","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale alla francese","","","","https://www.booking.com/hotel/gb/key-worker-accommodation.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=703241701_289835106_2_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=55&highlighted_blocks=703241701_289835106_2_1_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=703241701_289835106_2_1_0__3800&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"OYO Bakers Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£34","1 notte, 1 adulto","Camera Matrimoniale Standard","1 letto matrimoniale alla francese","8,0","Ottimo","794 recensioni","https://www.booking.com/hotel/gb/bakershotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=12145309_145468756_2_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=56&highlighted_blocks=12145309_145468756_2_1_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12145309_145468756_2_1_0__3350&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Park Avenue Bayswater Inn Hyde Park","Quartiere di Westminster, Londra Mostra sulla mappa","£38","1 notte, 1 adulto","Camera Doppia con Letti Singoli","2 letti singoli","7,2","Buono","216 recensioni","https://www.booking.com/hotel/gb/bayswaterinn.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=3287_86746119_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=57&highlighted_blocks=3287_86746119_0_2_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3287_86746119_0_2_0__3824&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"ibis Styles London Kensington","Kensington e Chelsea, Londra Mostra sulla mappa","£39","1 notte, 1 adulto","Camera Standard Doppia con Letti Singoli","2 letti singoli","7,7","Buono","2.482 recensioni","https://www.booking.com/hotel/gb/enterprisehotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=20016409_246033417_2_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=58&highlighted_blocks=20016409_246033417_2_1_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=20016409_246033417_2_1_0__3899&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hyde Park Superior Apartments","Quartiere di Westminster, Londra Mostra sulla mappa","£39","1 notte, 1 adulto","Monolocale Matrimoniale Superior","1 letto matrimoniale alla francese","6,5","Punteggio medio","795 recensioni","https://www.booking.com/hotel/gb/hyde-park-superior-apartments-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=139023201_287984388_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=59&highlighted_blocks=139023201_287984388_0_0_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=139023201_287984388_0_0_0__3900&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Imperial Court Studios","Quartiere di Westminster, Londra Mostra sulla mappa","£39","1 notte, 1 adulto","Appartamento Monolocale","1 letto matrimoniale alla francese","6,5","Punteggio medio","643 recensioni","https://www.booking.com/hotel/gb/imperial-court-studios.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=137390501_287984389_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=60&highlighted_blocks=137390501_287984389_0_0_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=137390501_287984389_0_0_0__3900&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"New Kent Apartments","Quartiere di Westminster, Londra Mostra sulla mappa","£39","1 notte, 1 adulto","Appartamento Monolocale","1 letto matrimoniale alla francese","6,9","Punteggio medio","335 recensioni","https://www.booking.com/hotel/gb/new-kent-apartments-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=505301002_287984371_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=61&highlighted_blocks=505301002_287984371_0_0_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=505301002_287984371_0_0_0__3900&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rhodes Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£34","1 notte, 1 adulto","Camera Singola","1 letto singolo","8,2","Ottimo","1.637 recensioni","https://www.booking.com/hotel/gb/rhodes.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=17494201_273973036_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=62&highlighted_blocks=17494201_273973036_0_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=17494201_273973036_0_0_0__3432&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"So Paddington Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£35","1 notte, 1 adulto","Camera Matrimoniale Standard","1 letto matrimoniale alla francese","6,5","Punteggio medio","417 recensioni","https://www.booking.com/hotel/gb/so-paddington.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=27036001_275503659_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=63&highlighted_blocks=27036001_275503659_0_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=27036001_275503659_0_0_0__3450&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"City Rooms","Tower Hamlets, Londra Mostra sulla mappa","£35","1 notte, 1 adulto","Camera Matrimoniale Budget","1 letto matrimoniale alla francese","7,4","Buono","167 recensioni","https://www.booking.com/hotel/gb/city-apartments-share-bathroom-and-kithcen.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=323672103_114657019_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=64&highlighted_blocks=323672103_114657019_2_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=323672103_114657019_2_0_0__3528&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Classic Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£39","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,2","Buono","710 recensioni","https://www.booking.com/hotel/gb/classichotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=47639_88652143_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=65&highlighted_blocks=47639_88652143_0_0_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=47639_88652143_0_0_0__3948&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Apartments of London","Quartiere di Westminster, Londra Mostra sulla mappa","£36","1 notte, 1 adulto","Camera Matrimoniale con Bagno in Comune","1 letto matrimoniale alla francese","6,4","Punteggio medio","576 recensioni","https://www.booking.com/hotel/gb/apartments-of-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=42161902_88652473_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=66&highlighted_blocks=42161902_88652473_0_0_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=42161902_88652473_0_0_0__3604&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"easyHotel London City Shoreditch","Islington, Londra Mostra sulla mappa","£36","1 notte, 1 adulto","Camera Matrimoniale senza Finestra","1 letto matrimoniale alla francese","7,1","Buono","1.216 recensioni","https://www.booking.com/hotel/gb/easyhotel-city-shoreditch.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=154128808_248809302_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=67&highlighted_blocks=154128808_248809302_0_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=154128808_248809302_0_0_0__3639&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Park Grand London Hyde Park","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Deluxe Doppia con Letti Singoli","2 letti singoli","7,6","Buono","2.431 recensioni","https://www.booking.com/hotel/gb/senatorhotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=12692_235000035_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=68&highlighted_blocks=12692_235000035_0_2_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12692_235000035_0_2_0__4000&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hotel Edward Paddington","Quartiere di Westminster, Londra Mostra sulla mappa","£35","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,4","Buono","3.648 recensioni","https://www.booking.com/hotel/gb/hoteledward.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=3366_250759526_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=69&highlighted_blocks=3366_250759526_0_0_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3366_250759526_0_0_0__3520&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hyde Park International - Member of Park Grand London","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale alla francese","7,8","Buono","1.747 recensioni","https://www.booking.com/hotel/gb/shaftesbury-hyde-park-international.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=3772202_202725925_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=70&highlighted_blocks=3772202_202725925_0_2_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3772202_202725925_0_2_0__4000&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Ventures Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Singola","1 letto singolo","5,6","Punteggio medio","2.025 recensioni","https://www.booking.com/hotel/gb/camelot-house-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=56848807_127106513_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=71&highlighted_blocks=56848807_127106513_1_0_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=56848807_127106513_1_0_0__4000&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Classic Hyde Park Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£35","1 notte, 1 adulto","Camera Singola Standard","1 letto singolo","7,2","Buono","937 recensioni","https://www.booking.com/hotel/gb/classic-hyde-park.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=36007604_88652397_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=72&highlighted_blocks=36007604_88652397_0_0_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=36007604_88652397_0_0_0__3520&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Dolphin Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£35","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,3","Buono","305 recensioni","https://www.booking.com/hotel/gb/dolphin-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=26183502_269353310_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=73&highlighted_blocks=26183502_269353310_0_1_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=26183502_269353310_0_1_0__3520&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"ABC Hyde Park Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,1","Buono","1.458 recensioni","https://www.booking.com/hotel/gb/abc-hyde-park.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=17419201_88652027_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=74&highlighted_blocks=17419201_88652027_0_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=17419201_88652027_0_0_0__4000&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"OYO Townhouse 30 Sussex Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£35","1 notte, 1 adulto","Camera Matrimoniale Standard","1 letto matrimoniale alla francese","8,0","Ottimo","808 recensioni","https://www.booking.com/hotel/gb/thirty-sussex.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=323170506_171280961_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=75&highlighted_blocks=323170506_171280961_2_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=323170506_171280961_2_0_0__3521&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Point A Hotel London Kings Cross – St Pancras","Camden, Londra Mostra sulla mappa","£36","1 notte, 1 adulto","Camera Doppia con Letti Singoli - Senza Finestra","2 letti singoli","8,0","Ottimo","3.695 recensioni","https://www.booking.com/hotel/gb/pont-a-hotel-london-kings-cross.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvbrwYAGwAIB0gIkODI2YjExZWUtN2ZjOC00ZTQ4LTgyMTctYjkxZjgxNDA4NTQ42AIE4AIB&sid=c9c5b9d8604058ce01feb054efff0a96&all_sr_blocks=170848204_180155588_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=76&highlighted_blocks=170848204_180155588_0_0_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=170848204_180155588_0_0_0__3564&srepoch=1611691510&srpvid=ab8d8d3bddba0145&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Point A Kensington Olympia","Kensington e Chelsea, Londra Mostra sulla mappa","£41","1 notte, 1 adulto","Camera Cosy Doppia con Letti Singoli senza Finestra","2 letti singoli","8,2","Ottimo","940 recensioni","https://www.booking.com/hotel/gb/point-a-kensington-olympia.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=508220705_180155528_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=77&highlighted_blocks=508220705_180155528_0_0_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=508220705_180155528_0_0_0__4050&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Point A Hotel London Westminster","Lambeth, Londra Mostra sulla mappa","£41","1 notte, 1 adulto","Camera Matrimoniale senza Finestra","1 letto matrimoniale alla francese","8,1","Ottimo","1.554 recensioni","https://www.booking.com/hotel/gb/point-a-hotel-london-westminster.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=170871602_180155582_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=78&highlighted_blocks=170871602_180155582_0_0_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=170871602_180155582_0_0_0__4050&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"White House Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£41","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","7,2","Buono","1.599 recensioni","https://www.booking.com/hotel/gb/white-house-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=29348501_199665039_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=79&highlighted_blocks=29348501_199665039_0_1_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=29348501_199665039_0_1_0__4050&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
